contract_no,contract_serial,contract_type,contract_status_no,state,out_date,out_time,in_date,in_time,days,out_milage,in_milage,milage_changed,vehicle_id,is_status_5,matches_cancelled_flag
73108,26259,C,5,closed,"2024-01-27 00:00:00",20:49:03,"2024-01-27 00:00:00",20:49:03,0,38885,0,yes,1781,yes,matches
73100,26248,C,5,closed,"2024-01-27 00:00:00",17:34:00,"2024-01-27 00:00:00",17:34:00,0,25018,0,yes,1829,yes,matches
73095,26243,C,5,closed,"2024-01-27 00:00:00",14:06:17,"2024-01-27 00:00:00",14:06:17,0,9813,0,yes,1843,yes,matches
73115,26266,C,5,closed,"2024-01-28 00:00:00",10:10:00,"2024-01-28 00:00:00",10:10:00,0,39587,0,yes,1814,yes,matches
73148,26305,C,5,closed,"2024-01-29 00:00:00",18:20:00,"2024-01-29 00:00:00",18:20:00,0,61243,0,yes,1772,yes,matches
73130,26284,C,5,closed,"2024-01-29 00:00:00",16:00:00,"2024-01-29 00:00:00",16:00:00,0,45860,0,yes,1748,yes,matches
73128,26282,C,5,closed,"2024-01-29 00:00:00",01:20:00,"2024-01-29 00:00:00",01:20:00,0,60697,0,yes,1788,yes,matches
73174,26334,C,5,closed,"2024-01-31 00:00:00",10:10:00,"2024-01-31 00:00:00",10:10:00,0,24075,0,yes,1794,yes,matches
73194,26358,C,5,closed,"2024-02-01 00:00:00",11:00:00,"2024-02-01 00:00:00",11:00:00,0,110622,0,yes,1711,yes,matches
73222,26391,C,5,closed,"2024-02-02 00:00:00",19:00:00,"2024-02-02 00:00:00",19:00:00,0,95083,0,yes,1714,yes,matches
73216,26384,C,5,closed,"2024-02-02 00:00:00",11:22:32,"2024-02-02 00:00:00",11:22:32,0,41855,0,yes,1796,yes,matches
73242,26415,C,5,closed,"2024-02-03 00:00:00",10:44:57,"2024-02-03 00:00:00",10:44:57,0,59414,0,yes,1742,yes,matches
73261,26435,C,5,closed,"2024-02-04 00:00:00",11:04:51,"2024-02-04 00:00:00",11:04:51,0,40584,0,yes,1804,yes,matches
73289,26477,C,5,closed,"2024-02-05 00:00:00",17:56:27,"2024-02-05 00:00:00",17:56:27,0,42931,0,yes,1807,yes,matches
73328,26525,C,5,closed,"2024-02-06 00:00:00",23:25:28,"2024-02-06 00:00:00",23:25:28,0,5855,0,yes,1835,yes,matches
73327,26524,C,5,closed,"2024-02-06 00:00:00",23:15:37,"2024-02-06 00:00:00",23:15:37,0,101987,0,yes,1731,yes,matches
846,26506,U,5,closed,"2024-02-06 00:00:00",16:00:31,"2024-02-06 00:00:00",16:00:31,0,36682,0,yes,1847,yes,matches
73302,26490,C,5,closed,"2024-02-06 00:00:00",11:02:00,"2024-02-06 00:00:00",11:02:00,0,54245,0,yes,1776,yes,matches
73299,26486,C,5,closed,"2024-02-06 00:00:00",10:00:00,"2024-02-06 00:00:00",10:00:00,0,12339,0,yes,1791,yes,matches
73333,26532,C,5,closed,"2024-02-07 00:00:00",10:51:27,"2024-02-07 00:00:00",10:51:27,0,46247,0,yes,1748,yes,matches
73374,26582,C,5,closed,"2024-02-08 00:00:00",23:03:58,"2024-02-08 00:00:00",23:03:58,0,112943,0,yes,1733,yes,matches
73367,26573,C,5,closed,"2024-02-08 00:00:00",15:49:45,"2024-02-08 00:00:00",15:49:45,0,42644,0,yes,1796,yes,matches
73360,26563,C,5,closed,"2024-02-08 00:00:00",11:07:00,"2024-02-08 00:00:00",11:07:00,0,71976,72003,yes,1737,yes,matches
73383,26593,C,5,closed,"2024-02-09 00:00:00",21:01:00,"2024-02-09 00:00:00",21:01:00,0,54542,0,yes,1776,yes,matches
73439,26659,C,5,closed,"2024-02-13 00:00:00",10:00:00,"2024-02-13 00:00:00",10:00:00,0,74847,0,yes,1768,yes,matches
73483,26716,C,5,closed,"2024-02-15 00:00:00",10:00:00,"2024-02-15 00:00:00",10:00:00,0,31849,0,yes,1797,yes,matches
73555,26810,C,5,closed,"2024-02-18 00:00:00",17:00:00,"2024-02-18 00:00:00",17:00:00,0,53137,0,yes,1743,yes,matches
73551,26806,C,5,closed,"2024-02-18 00:00:00",14:11:43,"2024-02-18 00:00:00",14:11:43,0,72909,0,yes,1737,yes,matches
73566,26825,C,5,closed,"2024-02-19 00:00:00",11:17:27,"2024-02-19 00:00:00",11:17:27,0,67450,0,yes,1746,yes,matches
73565,26824,C,5,closed,"2024-02-19 00:00:00",12:00:00,"2024-02-19 00:00:00",12:00:00,0,37434,0,yes,1778,yes,matches
73608,26874,C,5,closed,"2024-02-21 00:00:00",20:05:00,"2024-02-21 00:00:00",20:05:00,0,15866,0,yes,1828,yes,matches
73598,26866,C,5,closed,"2024-02-21 00:00:00",11:00:00,"2024-02-21 00:00:00",11:00:00,0,18485,0,yes,1819,yes,matches
73612,26858,C,5,closed,"2024-02-21 00:00:00",21:46:00,"2024-02-21 00:00:00",21:46:00,0,73106,,no,1737,yes,matches
73638,26908,C,5,closed,"2024-02-23 00:00:00",12:06:13,"2024-02-23 00:00:00",12:06:13,0,40941,0,yes,1780,yes,matches
73693,26979,C,5,closed,"2024-02-27 00:00:00",10:44:26,"2024-02-27 00:00:00",10:44:26,0,104859,0,yes,1717,yes,matches
73723,27018,C,5,closed,"2024-02-28 00:00:00",21:59:54,"2024-02-28 00:00:00",21:59:54,0,32337,0,yes,1797,yes,matches
73712,27004,C,5,closed,"2024-02-28 00:00:00",10:01:00,"2024-02-28 00:00:00",10:01:00,0,24910,0,yes,1809,yes,matches
73754,27054,C,5,closed,"2024-03-01 00:00:00",15:13:18,"2024-03-01 00:00:00",15:13:18,0,66704,0,yes,1756,yes,matches
73762,27066,C,5,closed,"2024-03-02 00:00:00",11:38:01,"2024-03-02 00:00:00",11:38:01,0,44194,0,yes,1782,yes,matches
73824,27151,C,5,closed,"2024-03-05 00:00:00",20:38:20,"2024-03-05 00:00:00",20:38:20,0,17741,0,yes,1834,yes,matches
73810,27131,C,5,closed,"2024-03-05 00:00:00",11:00:00,"2024-03-05 00:00:00",11:00:00,0,103548,0,yes,1731,yes,matches
73841,27172,C,5,closed,"2024-03-06 00:00:00",22:13:23,"2024-03-06 00:00:00",22:13:23,0,24071,0,yes,1827,yes,matches
73863,27198,C,5,closed,"2024-03-08 00:00:00",13:01:00,"2024-03-08 00:00:00",13:01:00,0,103818,0,yes,1731,yes,matches
73756,27058,C,5,closed,"2024-03-13 00:00:00",14:05:00,"2024-03-13 00:00:00",14:05:00,0,15994,0,yes,1813,yes,matches
73923,27277,C,5,closed,"2024-03-13 00:00:00",15:45:00,"2024-03-13 00:00:00",15:45:00,0,25017,0,yes,1825,yes,matches
73942,27302,C,5,closed,"2024-03-14 00:00:00",21:50:48,"2024-03-14 00:00:00",21:50:48,0,63191,0,yes,1784,yes,matches
1017,27321,U,5,closed,"2024-03-15 00:00:00",23:02:49,"2024-03-15 00:00:00",23:02:49,0,13994,13953,yes,1844,yes,matches
73980,27356,C,5,closed,"2024-03-18 00:00:00",13:21:55,"2024-03-18 00:00:00",13:21:55,0,43505,0,yes,1775,yes,matches
73995,27378,C,5,closed,"2024-03-19 00:00:00",22:28:36,"2024-03-19 00:00:00",22:28:36,0,58473,0,yes,1776,yes,matches
73993,27376,C,5,closed,"2024-03-19 00:00:00",16:49:17,"2024-03-19 00:00:00",16:49:17,0,68906,0,yes,1752,yes,matches
74014,27402,C,5,closed,"2024-03-21 00:00:00",10:52:56,"2024-03-21 00:00:00",10:52:56,0,14268,14268,no,1843,yes,matches
74009,27397,C,5,closed,"2024-03-21 00:00:00",00:00:02,"2024-03-21 00:00:00",00:00:02,0,16680,0,yes,1813,yes,matches
74036,27433,C,5,closed,"2024-03-22 00:00:00",16:04:46,"2024-03-22 00:00:00",16:04:46,0,108684,0,yes,1767,yes,matches
74033,27430,C,5,closed,"2024-03-22 00:00:00",11:20:00,"2024-03-22 00:00:00",11:20:00,0,23969,0,yes,1820,yes,matches
74028,27423,C,5,closed,"2024-03-22 00:00:00",12:00:00,"2024-03-22 00:00:00",12:00:00,0,60445,0,yes,1774,yes,matches
74059,27466,C,5,closed,"2024-03-24 00:00:00",14:53:13,"2024-03-24 00:00:00",14:53:13,0,32492,0,yes,1789,yes,matches
74055,27460,C,5,closed,"2024-03-24 00:00:00",00:15:53,"2024-03-24 00:00:00",00:15:53,0,6292,0,yes,1852,yes,matches
74067,27473,C,5,closed,"2024-03-25 00:00:00",14:19:00,"2024-03-25 00:00:00",14:19:00,0,16932,0,yes,1813,yes,matches
74140,27569,C,5,closed,"2024-03-30 00:00:00",20:04:58,"2024-03-30 00:00:00",20:04:58,0,56882,0,yes,1743,yes,matches
74138,27567,C,5,closed,"2024-03-31 00:00:00",11:00:00,"2024-03-31 00:00:00",11:00:00,0,43986,0,yes,1780,yes,matches
74156,27589,C,5,closed,"2024-04-01 00:00:00",11:00:00,"2024-04-01 00:00:00",11:00:00,0,68341,0,yes,1753,yes,matches
74233,27699,C,5,closed,"2024-04-07 00:00:00",16:45:00,"2024-04-07 00:00:00",16:45:00,0,96829,0,yes,1765,yes,matches
74251,27725,C,5,closed,"2024-04-08 00:00:00",17:21:53,"2024-04-08 00:00:00",17:21:53,0,29180,0,yes,1826,yes,matches
74277,27753,C,5,closed,"2024-04-09 00:00:00",20:50:00,"2024-04-09 00:00:00",20:50:00,0,10108,10110,yes,1835,yes,matches
74259,27732,C,5,closed,"2024-04-09 00:00:00",13:00:00,"2024-04-09 00:00:00",13:00:00,0,89639,0,yes,1732,yes,matches
74249,27723,C,5,closed,"2024-04-09 00:00:00",19:30:00,"2024-04-09 00:00:00",19:30:00,0,65466,0,yes,1788,yes,matches
74310,27787,C,5,closed,"2024-04-10 00:00:00",14:30:00,"2024-04-10 00:00:00",14:30:00,0,77372,0,yes,1768,yes,matches
74307,27784,C,5,closed,"2024-04-10 00:00:00",14:15:12,"2024-04-10 00:00:00",14:15:12,0,77583,0,yes,1738,yes,matches
74292,27769,C,5,closed,"2024-04-10 00:00:00",09:56:48,"2024-04-10 00:00:00",09:56:48,0,28673,0,yes,1809,yes,matches
74331,27807,C,5,closed,"2024-04-11 00:00:00",13:19:39,"2024-04-11 00:00:00",13:19:39,0,102377,0,yes,1769,yes,matches
74373,27857,C,5,closed,"2024-04-13 00:00:00",23:13:41,"2024-04-13 00:00:00",23:13:41,0,17733,0,yes,1813,yes,matches
74372,27856,C,5,closed,"2024-04-13 00:00:00",10:40:00,"2024-04-13 00:00:00",10:40:00,0,17733,0,yes,1813,yes,matches
74390,27877,C,5,closed,"2024-04-14 00:00:00",23:27:45,"2024-04-14 00:00:00",23:27:45,0,33582,0,yes,1789,yes,matches
74377,27863,C,5,closed,"2024-04-14 00:00:00",11:12:59,"2024-04-14 00:00:00",11:12:59,0,53141,0,yes,1777,yes,matches
74368,27852,C,5,closed,"2024-04-14 00:00:00",20:34:00,"2024-04-14 00:00:00",20:34:00,0,97388,0,yes,1765,yes,matches
1141,27898,U,5,closed,"2024-04-15 00:00:00",16:00:00,"2024-04-15 00:00:00",16:00:00,0,28337,0,yes,1823,yes,matches
74387,27875,C,5,closed,"2024-04-15 00:00:00",10:00:00,"2024-04-15 00:00:00",10:00:00,0,27697,0,yes,1815,yes,matches
74414,27910,C,5,closed,"2024-04-16 00:00:00",13:47:59,"2024-04-16 00:00:00",13:47:59,0,112468,0,yes,1744,yes,matches
74413,27909,C,5,closed,"2024-04-16 00:00:00",13:23:23,"2024-04-16 00:00:00",13:23:23,0,35491,0,yes,1810,yes,matches
74411,27906,C,5,closed,"2024-04-16 00:00:00",11:00:00,"2024-04-16 00:00:00",11:00:00,0,97432,0,yes,1765,yes,matches
74401,27892,C,5,closed,"2024-04-16 00:00:00",07:00:00,"2024-04-16 00:00:00",07:00:00,0,21911,0,yes,1819,yes,matches
74420,27918,C,5,closed,"2024-04-18 00:00:00",10:00:00,"2024-04-18 00:00:00",10:00:00,0,47610,0,yes,1804,yes,matches
74433,27931,C,5,closed,"2024-04-19 00:00:00",15:20:47,"2024-04-19 00:00:00",15:20:47,0,21983,0,yes,1819,yes,matches
74424,27921,C,5,closed,"2024-04-19 00:00:00",10:12:00,"2024-04-19 00:00:00",10:12:00,0,106986,0,yes,1731,yes,matches
74423,27832,C,5,closed,"2024-04-19 00:00:00",17:35:00,"2024-04-19 00:00:00",17:35:00,0,10720,,no,1848,yes,matches
1153,27967,U,5,closed,"2024-04-21 00:00:00",16:00:03,"2024-04-21 00:00:00",16:00:03,0,13874,0,yes,1839,yes,matches
74455,27957,C,5,closed,"2024-04-21 00:00:00",09:00:00,"2024-04-21 00:00:00",09:00:00,0,26529,0,yes,1820,yes,matches
74486,27992,C,5,closed,"2024-04-22 00:00:00",16:52:40,"2024-04-22 00:00:00",16:52:40,0,120612,0,yes,1770,yes,matches
74514,28033,C,5,closed,"2024-04-24 00:00:00",15:00:00,"2024-04-24 00:00:00",15:00:00,0,70862,0,yes,1752,yes,matches
74539,28064,C,5,closed,"2024-04-25 00:00:00",18:30:00,"2024-04-25 00:00:00",18:30:00,0,45037,0,yes,1781,yes,matches
74533,28057,C,5,closed,"2024-04-25 00:00:00",13:48:42,"2024-04-25 00:00:00",13:48:42,0,134488,0,yes,1771,yes,matches
74570,28098,C,5,closed,"2024-04-27 00:00:00",10:00:00,"2024-04-27 00:00:00",10:00:00,0,70901,0,yes,1752,yes,matches
74610,28148,C,5,closed,"2024-04-29 00:00:00",12:00:00,"2024-04-29 00:00:00",12:00:00,0,103964,0,yes,1769,yes,matches
74609,28147,C,5,closed,"2024-04-29 00:00:00",11:20:36,"2024-04-29 00:00:00",11:20:36,0,67744,0,yes,1788,yes,matches
74654,28208,C,5,closed,"2024-05-01 00:00:00",21:18:02,"2024-05-01 00:00:00",21:18:02,0,36715,0,yes,1837,yes,matches
74643,28193,C,5,closed,"2024-05-01 00:00:00",13:21:00,"2024-05-01 00:00:00",13:21:00,0,85004,0,yes,1762,yes,matches
74639,28187,C,5,closed,"2024-05-01 00:00:00",11:19:36,"2024-05-01 00:00:00",11:19:36,0,49219,0,yes,1802,yes,matches
74669,28225,C,5,closed,"2024-05-02 00:00:00",19:39:05,"2024-05-02 00:00:00",19:39:05,0,58968,0,yes,1754,yes,matches
74656,28211,C,5,closed,"2024-05-02 00:00:00",02:00:00,"2024-05-02 00:00:00",02:00:00,0,6679,0,yes,1861,yes,matches
74690,28251,C,5,closed,"2024-05-04 00:00:00",13:35:00,"2024-05-04 00:00:00",13:35:00,0,51148,0,yes,1748,yes,matches
74732,28306,C,5,closed,"2024-05-05 00:00:00",21:27:24,"2024-05-05 00:00:00",21:27:24,0,1236,0,yes,1798,yes,matches
74739,28314,C,5,closed,"2024-05-06 00:00:00",10:00:00,"2024-05-06 00:00:00",10:00:00,0,34168,0,yes,1789,yes,matches
74786,28371,C,5,closed,"2024-05-08 00:00:00",22:55:10,"2024-05-08 00:00:00",22:55:10,0,121606,0,yes,1770,yes,matches
74769,28350,C,5,closed,"2024-05-08 00:00:00",07:35:00,"2024-05-08 00:00:00",07:35:00,0,99055,0,yes,1765,yes,matches
1232,28376,U,5,closed,"2024-05-09 00:00:00",10:35:00,"2024-05-09 00:00:00",10:35:00,0,46163,0,yes,1780,yes,matches
74818,28408,C,5,closed,"2024-05-10 00:00:00",19:00:00,"2024-05-10 00:00:00",19:00:00,0,76301,0,yes,1735,yes,matches
74816,28406,C,5,closed,"2024-05-10 00:00:00",16:02:29,"2024-05-10 00:00:00",16:02:29,0,50380,0,yes,1804,yes,matches
74832,28424,C,5,closed,"2024-05-11 00:00:00",16:49:00,"2024-05-11 00:00:00",16:49:00,0,93779,0,yes,1808,yes,matches
74860,28462,C,5,closed,"2024-05-14 00:00:00",08:00:00,"2024-05-14 00:00:00",08:00:00,0,31155,0,yes,1794,yes,matches
74879,28485,C,5,closed,"2024-05-15 00:00:00",15:00:00,"2024-05-15 00:00:00",15:00:00,0,35322,0,yes,1789,yes,matches
74877,28483,C,5,closed,"2024-05-15 00:00:00",13:40:00,"2024-05-15 00:00:00",13:40:00,0,93884,0,yes,1808,yes,matches
74912,28527,C,5,closed,"2024-05-17 00:00:00",16:50:00,"2024-05-17 00:00:00",16:50:00,0,47139,0,yes,1780,yes,matches
74933,28550,C,5,closed,"2024-05-18 00:00:00",22:43:48,"2024-05-18 00:00:00",22:43:48,0,86422,0,yes,1762,yes,matches
74922,28538,C,5,closed,"2024-05-18 00:00:00",14:00:00,"2024-05-18 00:00:00",14:00:00,0,14884,0,yes,1812,yes,matches
74939,28562,C,5,closed,"2024-05-19 00:00:00",22:45:00,"2024-05-19 00:00:00",22:45:00,0,31266,0,yes,1829,yes,matches
74936,28555,C,5,closed,"2024-05-19 00:00:00",14:00:00,"2024-05-19 00:00:00",14:00:00,0,86509,0,yes,1734,yes,matches
74934,28553,C,5,closed,"2024-05-19 00:00:00",12:18:35,"2024-05-19 00:00:00",12:18:35,0,47340,0,yes,1775,yes,matches
1276,28581,U,5,closed,"2024-05-20 00:00:00",21:30:00,"2024-05-20 00:00:00",21:30:00,0,23898,0,yes,1854,yes,matches
74949,27436,C,5,closed,"2024-05-21 00:00:00",07:30:00,"2024-05-21 00:00:00",07:30:00,0,73253,,no,1763,yes,matches
75062,28715,C,5,closed,"2024-05-27 00:00:00",17:48:28,"2024-05-27 00:00:00",17:48:28,0,53178,0,yes,1748,yes,matches
75055,28707,C,5,closed,"2024-05-27 00:00:00",14:54:41,"2024-05-27 00:00:00",14:54:41,0,37224,0,yes,1810,yes,matches
75053,28705,C,5,closed,"2024-05-27 00:00:00",14:14:09,"2024-05-27 00:00:00",14:14:09,0,113407,0,yes,1767,yes,matches
75070,28725,C,5,closed,"2024-05-28 00:00:00",14:00:00,"2024-05-28 00:00:00",14:00:00,0,15653,0,yes,1812,yes,matches
75087,28748,C,5,closed,"2024-05-29 00:00:00",17:19:39,"2024-05-29 00:00:00",17:19:39,0,15671,0,yes,1839,yes,matches
75101,28765,C,5,closed,"2024-05-30 00:00:00",17:30:00,"2024-05-30 00:00:00",17:30:00,0,91993,0,yes,1732,yes,matches
75121,28790,C,5,closed,"2024-05-31 00:00:00",19:46:31,"2024-05-31 00:00:00",19:46:31,0,34762,0,yes,1793,yes,matches
75132,28801,C,5,closed,"2024-06-01 00:00:00",12:57:01,"2024-06-01 00:00:00",12:57:01,0,40200,0,yes,1761,yes,matches
75125,28794,C,5,closed,"2024-06-01 00:00:00",10:00:00,"2024-06-01 00:00:00",10:00:00,0,62325,0,yes,1776,yes,matches
75185,28871,C,5,closed,"2024-06-04 00:00:00",13:30:00,"2024-06-04 00:00:00",13:30:00,0,88328,0,yes,1734,yes,matches
75216,28911,C,5,closed,"2024-06-06 00:00:00",15:30:00,"2024-06-06 00:00:00",15:30:00,0,59874,0,yes,1743,yes,matches
75252,28958,C,5,closed,"2024-06-10 00:00:00",16:00:00,"2024-06-10 00:00:00",16:00:00,0,58685,0,yes,1801,yes,matches
75251,28957,C,5,closed,"2024-06-10 00:00:00",13:00:00,"2024-06-10 00:00:00",13:00:00,0,60007,0,yes,1800,yes,matches
75250,28956,C,5,closed,"2024-06-10 00:00:00",10:30:00,"2024-06-10 00:00:00",10:30:00,0,84159,0,yes,1786,yes,matches
75308,29033,C,5,closed,"2024-06-14 00:00:00",15:15:00,"2024-06-14 00:00:00",15:15:00,0,54606,54606,no,1758,yes,matches
75319,29048,C,5,closed,"2024-06-15 00:00:00",10:30:00,"2024-06-15 00:00:00",10:30:00,0,30234,0,yes,1823,yes,matches
75383,29117,C,5,closed,"2024-06-18 00:00:00",15:08:52,"2024-06-18 00:00:00",15:08:52,0,94349,0,yes,1732,yes,matches
75396,29140,C,5,closed,"2024-06-19 00:00:00",14:23:59,"2024-06-19 00:00:00",14:23:59,0,21895,0,yes,1853,yes,matches
75430,29180,C,5,closed,"2024-06-21 00:00:00",14:15:43,"2024-06-21 00:00:00",14:15:43,0,61763,0,yes,1754,yes,matches
1408,29217,U,5,closed,"2024-06-23 00:00:00",16:05:00,"2024-06-23 00:00:00",16:05:00,0,71069,71069,no,1784,yes,matches
75459,29220,C,5,closed,"2024-06-24 00:00:00",10:00:00,"2024-06-24 00:00:00",10:00:00,0,14270,14327,yes,1835,yes,matches
75469,29234,C,5,closed,"2024-06-25 00:00:00",10:30:00,"2024-06-25 00:00:00",10:30:00,0,45931,0,yes,1814,yes,matches
75487,29257,C,5,closed,"2024-06-26 00:00:00",12:55:00,"2024-06-26 00:00:00",12:55:00,0,31495,0,yes,1826,yes,matches
75508,29285,C,5,closed,"2024-06-28 00:00:00",11:55:00,"2024-06-28 00:00:00",11:55:00,0,60317,0,yes,1800,yes,matches
75504,29281,C,5,closed,"2024-06-28 00:00:00",10:30:00,"2024-06-28 00:00:00",10:30:00,0,21118,0,yes,1840,yes,matches
75549,29334,C,5,closed,"2024-06-30 00:00:00",23:59:00,"2024-06-30 00:00:00",23:59:00,0,21218,21230,yes,1840,yes,matches
75559,29347,C,5,closed,"2024-07-01 00:00:00",14:31:40,"2024-07-01 00:00:00",14:31:40,0,102913,0,yes,1765,yes,matches
75580,29375,C,5,closed,"2024-07-02 00:00:00",21:30:00,"2024-07-02 00:00:00",21:30:00,0,74182,74182,no,1752,yes,matches
75590,29386,C,5,closed,"2024-07-03 00:00:00",12:00:00,"2024-07-03 00:00:00",12:00:00,0,30861,0,yes,1848,yes,matches
75627,29434,C,5,closed,"2024-07-06 00:00:00",11:00:00,"2024-07-06 00:00:00",11:00:00,0,21592,0,yes,1840,yes,matches
75698,29531,C,5,closed,"2024-07-11 00:00:00",23:52:20,"2024-07-11 00:00:00",23:52:20,0,72467,0,yes,1788,yes,matches
75684,29516,C,5,closed,"2024-07-11 00:00:00",11:28:00,"2024-07-11 00:00:00",11:28:00,0,19137,0,yes,1850,yes,matches
75713,29549,C,5,closed,"2024-07-12 00:00:00",21:20:00,"2024-07-12 00:00:00",21:20:00,0,56637,0,yes,1799,yes,matches
75712,29548,C,5,closed,"2024-07-12 00:00:00",23:56:27,"2024-07-12 00:00:00",23:56:27,0,56637,0,yes,1799,yes,matches
75743,29588,C,5,closed,"2024-07-14 00:00:00",18:30:00,"2024-07-14 00:00:00",18:30:00,0,38712,0,yes,1833,yes,matches
75747,29592,C,5,closed,"2024-07-15 00:00:00",10:00:00,"2024-07-15 00:00:00",10:00:00,0,37873,0,yes,1793,yes,matches
75789,29646,C,5,closed,"2024-07-17 00:00:00",20:45:00,"2024-07-17 00:00:00",20:45:00,0,57003,0,yes,1799,yes,matches
75777,29632,C,5,closed,"2024-07-17 00:00:00",12:02:10,"2024-07-17 00:00:00",12:02:10,0,165841,0,yes,1712,yes,matches
75828,29699,C,5,closed,"2024-07-20 00:00:00",16:00:00,"2024-07-20 00:00:00",16:00:00,0,130158,0,yes,1704,yes,matches
75855,29735,C,5,closed,"2024-07-22 00:00:00",19:00:00,"2024-07-22 00:00:00",19:00:00,0,38674,38674,no,1793,yes,matches
75911,29808,C,5,closed,"2024-07-26 00:00:00",19:18:11,"2024-07-26 00:00:00",19:18:11,0,134321,134352,yes,1706,yes,matches
75933,29836,C,5,closed,"2024-07-27 00:00:00",18:08:13,"2024-07-27 00:00:00",18:08:13,0,111844,0,yes,1731,yes,matches
75982,29893,C,5,closed,"2024-07-30 00:00:00",12:00:00,"2024-07-30 00:00:00",12:00:00,0,7941,0,yes,1849,yes,matches
76015,29936,C,5,closed,"2024-08-01 00:00:00",09:45:00,"2024-08-01 00:00:00",09:45:00,0,39603,0,yes,1803,yes,matches
76053,29984,C,5,closed,"2024-08-03 00:00:00",10:20:29,"2024-08-03 00:00:00",10:20:29,0,56501,0,yes,1748,yes,matches
76091,30034,C,5,closed,"2024-08-05 00:00:00",19:00:00,"2024-08-05 00:00:00",19:00:00,0,35752,0,yes,1829,yes,matches
76088,30029,C,5,closed,"2024-08-05 00:00:00",15:30:00,"2024-08-05 00:00:00",15:30:00,0,50110,0,yes,1775,yes,matches
76132,30088,C,5,closed,"2024-08-07 00:00:00",23:34:26,"2024-08-07 00:00:00",23:34:26,0,86004,0,yes,1786,yes,matches
76130,30085,C,5,closed,"2024-08-07 00:00:00",20:00:00,"2024-08-07 00:00:00",20:00:00,0,35879,35901,yes,1829,yes,matches
76119,30070,C,5,closed,"2024-08-07 00:00:00",11:00:00,"2024-08-07 00:00:00",11:00:00,0,76249,0,yes,1736,yes,matches
76137,30096,C,5,closed,"2024-08-08 00:00:00",11:51:11,"2024-08-08 00:00:00",11:51:11,0,39215,0,yes,1789,yes,matches
76159,30130,C,5,closed,"2024-08-10 00:00:00",10:00:00,"2024-08-10 00:00:00",10:00:00,0,35901,0,yes,1829,yes,matches
76226,30215,C,5,closed,"2024-08-13 00:00:00",18:58:50,"2024-08-13 00:00:00",18:58:50,0,20561,0,yes,1812,yes,matches
76239,30232,C,5,closed,"2024-08-14 00:00:00",15:30:00,"2024-08-14 00:00:00",15:30:00,0,64819,0,yes,1754,yes,matches
76238,30231,C,5,closed,"2024-08-14 00:00:00",15:10:00,"2024-08-14 00:00:00",15:10:00,0,135137,0,yes,1706,yes,matches
76235,30228,C,5,closed,"2024-08-14 00:00:00",13:30:00,"2024-08-14 00:00:00",13:30:00,0,85216,0,yes,1738,yes,matches
76252,30250,C,5,closed,"2024-08-15 00:00:00",14:00:00,"2024-08-15 00:00:00",14:00:00,0,85266,0,yes,1738,yes,matches
76247,30243,C,5,closed,"2024-08-15 00:00:00",09:00:00,"2024-08-15 00:00:00",09:00:00,0,86648,0,yes,1741,yes,matches
357,30044,R,5,closed,"2024-08-15 00:00:00",17:49:00,"2024-08-15 00:00:00",17:49:00,0,26197,,no,1854,yes,matches
76261,30261,C,5,closed,"2024-08-16 00:00:00",11:30:00,"2024-08-16 00:00:00",11:30:00,0,85266,0,yes,1738,yes,matches
76307,30322,C,5,closed,"2024-08-19 00:00:00",10:00:00,"2024-08-19 00:00:00",10:00:00,0,72419,0,yes,1756,yes,matches
76334,30352,C,5,closed,"2024-08-20 00:00:00",22:00:00,"2024-08-20 00:00:00",22:00:00,0,79314,0,yes,1735,yes,matches
76349,30374,C,5,closed,"2024-08-21 00:00:00",18:00:00,"2024-08-21 00:00:00",18:00:00,0,126579,0,yes,1770,yes,matches
76369,30396,C,5,closed,"2024-08-22 00:00:00",19:11:00,"2024-08-22 00:00:00",19:11:00,0,11656,0,yes,1861,yes,matches
76389,30421,C,5,closed,"2024-08-24 00:00:00",15:00:00,"2024-08-24 00:00:00",15:00:00,0,86307,0,yes,1786,yes,matches
76427,30476,C,5,closed,"2024-08-27 00:00:00",13:16:05,"2024-08-27 00:00:00",13:16:05,0,57885,0,yes,1748,yes,matches
76420,30466,C,5,closed,"2024-08-27 00:00:00",11:00:00,"2024-08-27 00:00:00",11:00:00,0,28507,0,yes,1834,yes,matches
76481,30550,C,5,closed,"2024-08-31 00:00:00",13:57:24,"2024-08-31 00:00:00",13:57:24,0,54985,0,yes,1790,yes,matches
76493,30566,C,5,closed,"2024-09-01 00:00:00",16:00:00,"2024-09-01 00:00:00",16:00:00,0,68152,0,yes,1776,yes,matches
76529,30609,C,5,closed,"2024-09-02 00:00:00",23:34:42,"2024-09-02 00:00:00",23:34:42,0,86897,0,yes,1786,yes,matches
76524,30603,C,5,closed,"2024-09-02 00:00:00",18:18:00,"2024-09-02 00:00:00",18:18:00,0,12990,0,yes,1860,yes,matches
76508,30584,C,5,closed,"2024-09-02 00:00:00",10:00:00,"2024-09-02 00:00:00",10:00:00,0,39835,0,yes,1794,yes,matches
76512,30588,C,5,closed,"2024-09-03 00:00:00",11:00:00,"2024-09-03 00:00:00",11:00:00,0,9730,0,yes,1849,yes,matches
76550,30634,C,5,closed,"2024-09-04 00:00:00",10:00:00,"2024-09-04 00:00:00",10:00:00,0,55043,0,yes,1790,yes,matches
